SSBB,MLBAM,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
1166,,-,Really,AL#717,,,,,,,,,,,,,,,
1167,702566,Atl,Owen(round/1/2022/MLB/draft),Murphy,,,,,,,,,,,,,,,
1168,702275,Atl,J.R.(round/1C/2022/MLB/draft),Ritchie,,,,,,,,,,,,,,,
1169,702551,Atl,Cole(round/2/2022/MLB/draft),Phillips,,,,,,,,,,,,,,,
1170,670241,Atl,Darius,Vines,,,,,,,,,,,,,,,
1171,700363,Atl,AJ,Smith-Shawver,,,,,,,,,,,,,,,
1172,682610,Atl,Roddery,Munoz,,,,,,,,,,,,,,,
1173,696136,ChN,Jordan,Wicks,,,,,,,,,,,,,,,
1174,686754,ChN,Ryan,Jensen,,,,,,,,,,,,,,,
1175,687792,ChN,D.J.,Herz,,,,,,,,,,,,,,,
1176,690990,ChN,Cade(round/1/2022/MLB/draft),Horton,,,,,,,,,,,,,,,
1177,701328,ChN,Jackson(round/2/2022/MLB/draft),Ferris,,,,,,,,,,,,,,,
1178,676962,ChN,Ben,Brown,,,,,,,,,,,,,,,
1179,682227,Cin,Brandon,Williamson,,,,,,,,,,,,,,,
1180,686651,Cin,Levi,Stoudt,,,,,,,,,,,,,,,
1181,680689,Cin,Lyon,Richardson,,,,,,,,,,,,,,,
1182,671096,Cin,Andrew,Abbott,,,,,,,,,,,,,,,
1183,683175,Cin,Connor,Phillips,,,,,,,,,,,,,,,
1184,676272,LAD,Bobby,Miller,,,,,,,,,,,,,,,
1185,691772,LAD,Maddux,Bruns,,,,,,,,,,,,,,,
1186,689017,LAD,Landon,Knack,,,,,,,,,,,,,,,
1187,680897,LAD,Nick,Nastrini,,,,,,,,,,,,,,,
1188,694813,LAD,Gavin,Stone,,,,,,,,,,,,,,,
1189,663658,Was,Thad,Ward,,,,,,,,,,,,,,,
1190,671131,Was,Jackson,Rutledge,,,,,,,,,,,,,,,
1191,691251,Was,Andry,Lara,,,,,,,,,,,,,,,
1192,672629,Was,Gerardo,Carrillo,,,,,,,,,,,,,,,
1193,703186,Was,Jarlin,Susana,,,,,,,,,,,,,,,
1194,687562,Was,Jake(round/2/2022/MLB/draft),Bennett,,,,,,,,,,,,,,,
1195,682929,NYN,Matthew,Allan,,,,,,,,,,,,,,,
1196,683349,NYN,Calvin,Ziegler,,,,,,,,,,,,,,,
1197,699309,NYN,Joel,Diaz,,,,,,,,,,,,,,,
1198,694918,NYN,Blake(round/2/2022/MLB/draft),Tidwell,,,,,,,,,,,,,,,
1199,673540,NYN,Kodai,Senga,,,,,,,,,,,,,,,
1200,681891,NYN,Zach,Greene,,,,,,,,,,,,,,,
1201,690953,Phi,Mick,Abel,,,,,,,,,,,,,,,
1202,691725,Phi,Andrew,Painter,,,,,,,,,,,,,,,
1203,676046,Phi,Griff,McGarry,,,,,,,,,,,,,,,
1204,696143,Pit,Anthony,Solometo,,,,,,,,,,,,,,,
1205,696149,Pit,Bubba,Chandler,,,,,,,,,,,,,,,
1206,683003,Pit,Jared,Jones,,,,,,,,,,,,,,,
1207,681347,Pit,Mike,Burrows,,,,,,,,,,,,,,,
1208,802419,Pit,Thomas(round/1C/2022/MLB/draft),Harrington,,,,,,,,,,,,,,,
1209,682995,Pit,Hunter(out/until/7-23?),Barco,,,,,,,,,,,,,,,
1210,691559,Pit,Jose,Hernandez,,,,,,,,,,,,,,,
1211,700241,StL,Michael,McGreevy,,,,,,,,,,,,,,,
1212,700669,StL,Gordon,Graceffo,,,,,,,,,,,,,,,
1213,671162,StL,Connor,Thomas,,,,,,,,,,,,,,,
1214,693311,StL,Tink,Hence,,,,,,,,,,,,,,,
1215,687309,StL,Cooper(round/1/2022/MLB/draft),Hjerpe,,,,,,,,,,,,,,,
1216,802408,StL,Brycen(round/2/2022/MLB/draft),Mautz,,,,,,,,,,,,,,,
1217,681644,StL,Inohan,Paniagua,,,,,,,,,,,,,,,
1218,666130,SD,Jay,Groome,,,,,,,,,,,,,,,
1219,676903,SD,Noel,Vela,,,,,,,,,,,,,,,
1220,702266,SD,Dylan(round/1/2022/MLB/draft),Lesko,,,,,,,,,,,,,,,
1221,702281,SD,Robby(round/1C/2022/MLB/draft),Snelling,,,,,,,,,,,,,,,
1222,690986,SF,Kyle,Harrison,,,,,,,,,,,,,,,
1223,687218,SF,Will,Bednar,,,,,,,,,,,,,,,
1224,696131,SF,Mason,Black,,,,,,,,,,,,,,,
1225,686846,SF,Reggie(round/1/2022/MLB/draft),Crawford,,,,,,,,,,,,,,,
1226,687931,SF,Carson(round/2/2022/MLB/draft),Whisenhunt,,,,,,,,,,,,,,,
1227,669020,Col,Ryan,Rolison,,,,,,,,,,,,,,,
1228,677955,Col,Jaden,Hill,,,,,,,,,,,,,,,
1229,666207,Col,Riley,Pint,,,,,,,,,,,,,,,
1230,687312,Col,Gabriel(round/1/2022/MLB/draft),Hughes,,,,,,,,,,,,,,,
1231,702484,Col,Jackson(round/2/2022/MLB/draft),Cox,,,,,,,,,,,,,,,
1232,690978,Mia,Daxton,Fulton,,,,,,,,,,,,,,,
1233,671109,Mia,Jake,Eder,,,,,,,,,,,,,,,
1234,691587,Mia,Eury,Perez,,,,,,,,,,,,,,,
1235,702571,Mia,Jacob(round/2/2022/MLB/draft),Miller,,,,,,,,,,,,,,,
1236,677944,Ari,Slade,Cecconi,,,,,,,,,,,,,,,
1237,686786,Ari,Blake,Walston,,,,,,,,,,,,,,,
1238,694297,Ari,Brandon,Pfaadt,,,,,,,,,,,,,,,
1239,683085,Ari,Landon(round/1C/2022/MLB/draft),Sims,,,,,,,,,,,,,,,
1240,640444,Pit,Wil,Crowe,,,,,,,,,,,,,,,
1241,643511,SF,Tyler,Rogers,,,,,,,,,,,,,,,
1242,621345,Atl,A.J.,Minter,,,,,,,,,,,,,,,
1243,543521,Atl,Collin,McHugh,,,,,,,,,,,,,,,
1244,666808,SF,Camilo,Doval,,,,,,,,,,,,,,,
1245,608718,Col,Brent,Suter,,,,,,,,,,,,,,,
1246,640448,Was,Kyle,Finnegan,,,,,,,,,,,,,,,
1247,493603,NYN,Adam,Ottavino,,,,,,,,,,,,,,,
1248,607625,SD,Seth,Lugo,,,,,,,,,,,,,,,
1249,606424,Pit,Jarlin,Garcia,,,,,,,,,,,,,,,
1250,664854,StL,Ryan,Helsley,,,,,,,,,,,,,,,
1251,571948,Mil,Hoby,Milner,,,,,,,,,,,,,,,
1252,573124,SF,Taylor,Rogers,,,,,,,,,,,,,,,
1253,502202,ChN,Brad,Boxberger,,,,,,,,,,,,,,,
1254,592858,ChN,Rowan,Wick,,,,,,,,,,,,,,,
1255,502085,NYN,David,Robertson,,,,,,,,,,,,,,,
1256,664747,Cin,Alexis,Diaz,,,,,,,,,,,,,,,
1257,608717,StL,Chris,Stratton,,,,,,,,,,,,,,,
1258,623465,LAD,Evan,Phillips,,,,,,,,,,,,,,,
1259,656945,Mia,Tanner,Scott,,,,,,,,,,,,,,,
1260,628452,Atl,Raisel,Iglesias,,,,,,,,,,,,,,,
1261,621242,NYN,Edwin,Diaz,,,,,,,,,,,,,,,
1262,605218,Was,Carl,Edwards,,,,,,,,,,,,,,,
1263,472610,SD,Luis,Garcia(SD),,,,,,,,,,,,,,,
1264,641360,LAD,Phil,Bickford,,,,,,,,,,,,,,,
1265,642207,Mil,Devin,Williams,,,,,,,,,,,,,,,
1266,453268,Col,Daniel,Bard,,,,,,,,,,,,,,,
1267,642397,Phi,Gregory,Soto,,,,,,,,,,,,,,,
1268,518886,Phi,Craig,Kimbrel,,,,,,,,,,,,,,,
1269,573009,Ari,Joe,Mantiply,,,,,,,,,,,,,,,
1270,456713,Mil,Matt,Bush,,,,,,,,,,,,,,,
1271,606149,StL,Giovanny,Gallegos,,,,,,,,,,,,,,,
1272,642701,Min,Dennis,Santana,,,,,,,,,,,,,,,
1273,596112,Pit,Robert,Stephenson,,,,,,,,,,,,,,,
1274,669270,Cin,Joel,Kuhnel,,,,,,,,,,,,,,,
1275,676714,ChN,Brandon,Hughes,,,,,,,,,,,,,,,
1276,476595,Atl,Lucas,Luetge,,,,,,,,,,,,,,,
1277,621249,Pit,Duane,Underwood,,,,,,,,,,,,,,,
1278,641729,Atl,Joe,Jimenez,,,,,,,,,,,,,,,
1279,453343,Ari,Mark,Melancon,,,,,,,,,,,,,,,
1280,621074,ChN,Michael,Rucker,,,,,,,,,,,,,,,
1281,681911,LAD,Alex,Vesia,,,,,,,,,,,,,,,
1282,571479,Phi,Andrew,Bellatti,,,,,,,,,,,,,,,
1283,571670,Mia,Dylan,Floro,,,,,,,,,,,,,,,
1284,548384,NYN,Brooks,Raley,,,,,,,,,,,,,,,
1285,621051,SD,Steven,Wilson,,,,,,,,,,,,,,,
1286,670280,Pit,David,Bednar,,,,,,,,,,,,,,,
1287,595345,Mia,Steven,Okert,,,,,,,,,,,,,,,
1288,621237,Phi,Jose,Alvarado,,,,,,,,,,,,,,,
1289,622554,Phi,Seranthony,Dominguez,,,,,,,,,,,,,,,
1290,542947,Bos,Richard,Bleier,,,,,,,,,,,,,,,
1291,669276,Atl,Dylan,Lee,,,,,,,,,,,,,,,
1292,623352,SD,Josh,Hader,,,,,,,,,,,,,,,
1293,660813,LAD,Brusdar,Graterol,,,,,,,,,,,,,,,
1294,657612,SD,Tim,Hill,,,,,,,,,,,,,,,
1295,628708,Phi,Yunior,Marte,,,,,,,,,,,,,,,
1296,663158,SD,Robert,Suarez,,,,,,,,,,,,,,,
1297,656234,Col,Jake,Bird,,,,,,,,,,,,,,,
1298,571656,Cin,Buck,Farmer,,,,,,,,,,,,,,,
1299,622098,NYN,Drew,Smith,,,,,,,,,,,,,,,
1300,621381,Phi,Matt,Strahm,,,,,,,,,,,,,,,
1301,650893,StL,Genesis,Cabrera,,,,,,,,,,,,,,,
1302,641401,Phi,Connor,Brogdon,,,,,,,,,,,,,,,
1303,656458,Col,Lucas,Gilbreath,,,,,,,,,,,,,,,
1304,664875,Col,Justin,Lawrence,,,,,,,,,,,,,,,
1305,644364,Was,Victor,Arano,,,,,,,,,,,,,,,
1306,489334,SD,Craig,Stammen,,,,,,,,,,,,,,,
1307,607179,Was,Jordan,Weems,,,,,,,,,,,,,,,
1308,640451,Was,Hunter,Harvey,,,,,,,,,,,,,,,
1309,664294,Pit,Dauri,Moreta,,,,,,,,,,,,,,,
1310,670990,Pit,Yohan,Ramirez,,,,,,,,,,,,,,,
1311,664139,Cin,Ian,Gibaut,,,,,,,,,,,,,,,
1312,622075,LAD,Yency,Almonte,,,,,,,,,,,,,,,
1313,657265,Mil,Peter,Strzelecki,,,,,,,,,,,,,,,
1314,642121,Ari,Cole,Sulser,,,,,,,,,,,,,,,
1315,623211,Mia,Huascar,Brazoban,,,,,,,,,,,,,,,
1316,656464,Ari,Kevin,Ginkel,,,,,,,,,,,,,,,
1317,612434,Ari,Miguel,Castro,,,,,,,,,,,,,,,
1318,664092,SD,Sean,Poppen,,,,,,,,,,,,,,,
1319,670059,Pit,Colin,Holderman,,,,,,,,,,,,,,,
1320,657272,Phi,Erich,Uelmen,,,,,,,,,,,,,,,
1321,657240,ChN,Julian,Merryweather,,,,,,,,,,,,,,,
1322,660787,Pit,Yerry,DeLosSantos,,,,,,,,,,,,,,,
1323,666168,Was,Mason,Thompson,,,,,,,,,,,,,,,
1324,543339,LAD,Daniel,Hudson,,,,,,,,,,,,,,,
1325,641755,Col,Tyler,Kinley,,,,,,,,,,,,,,,
1326,656257,NYN,Jeff,Brigham,,,,,,,,,,,,,,,
1327,677865,LAD,Justin,Bruihl,,,,,,,,,,,,,,,
1328,668665,NYN,Stephen,Nogosek,,,,,,,,,,,,,,,
1329,572403,StL,Drew,VerHagen,,,,,,,,,,,,,,,
1330,571882,Cin,Derek,Law,,,,,,,,,,,,,,,
1331,663574,Cin,Tony,Santillan,,,,,,,,,,,,,,,
1332,642770,Mil,JavyA.,Guerra(Mil),,,,,,,,,,,,,,,
1333,665625,Mil,Elvis,Peguero,,,,,,,,,,,,,,,
1334,677053,Mia,Andrew,Nardi,,,,,,,,,,,,,,,
1335,572955,Col,Pierce,Johnson,,,,,,,,,,,,,,,
1336,655889,ChN,Manuel,Rodriguez,,,,,,,,,,,,,,,
1337,664776,Mil,Jake,Cousins,,,,,,,,,,,,,,,
1338,656322,NYN,Sam,Coonrod,,,,,,,,,,,,,,,
1339,607755,Phi,Andrew,Vasquez,,,,,,,,,,,,,,,
1340,681799,ChN,Ethan(out/until/9-23?),Roberts,,,,,,,,,,,,,,,
1341,489446,Atl,Kirby,Yates,,,,,,,,,,,,,,,
1342,668970,Col,Gavin,Hollowell,,,,,,,,,,,,,,,
1343,608371,Cin,Lucas,Sims,,,,,,,,,,,,,,,
1344,669093,ChN,Jeremiah,Estrada,,,,,,,,,,,,,,,
1345,686972,SF,Cole,Waites,,,,,,,,,,,,,,,
1346,678061,SD,Ray,Kerr,,,,,,,,,,,,,,,
1347,656755,NYN,Bryce,MontesdeOca,,,,,,,,,,,,,,,
1348,642048,Sea,Tayler,Saucedo,,,,,,,,,,,,,,,
1349,683232,Col,Nick,Mears,,,,,,,,,,,,,,,
1350,620454,SD,Jose,Castillo,,,,,,,,,,,,,,,
1351,519141,SD,Drew,Pomeranz,,,,,,,,,,,,,,,
1352,623433,Atl,Nick,Anderson,,,,,,,,,,,,,,,
1353,595928,NYN,John,Curtiss,,,,,,,,,,,,,,,
1354,622088,Cin,Tejay,Antone,,,,,,,,,,,,,,,
1355,624647,LAD,Victor,Gonzalez,,,,,,,,,,,,,,,
1356,676220,Atl,Seth,Elledge,,,,,,,,,,,,,,,
1357,543518,Ari,Scott,McGough,,,,,,,,,,,,,,,
1358,670050,NYN,Stephen,Ridings,,,,,,,,,,,,,,,
1359,516853,StL,Wilking,Rodriguez,,,,,,,,,,,,,,,
1360,669091,Was,Matt,Cronin,,,,,,,,,,,,,,,
1361,673111,SD,Jose,Lopez,,,,,,,,,,,,,,,
1362,663671,Mia,Nic,Enright,,,,,,,,,,,,,,,
1363,669221,Atl,Sean,Murphy,,,,,,0.41,0.16,0.41,0.16,0,-5,-6,-1,12,14
1364,669257,LAD,WillD.,Smith(LAD),,,,,,0.53,0.15,0.53,0.15,-3,-4,-3,7,11,8
1365,592663,Phi,J.T.,Realmuto,,,,,,0.36,0.17,0.36,0.17,1,-3,0,-2,7,0
1366,575929,StL,Willson,Contreras,,,,,,0.42,0.16,0.42,0.17,-4,-5,-18,10,11,43
1367,660688,Was,Keibert,Ruiz,,,,,,0.5,0.19,0.51,0.2,-6,-4,2,15,11,-4
1368,518595,Atl,Travis,D'Arnaud,,,,,,0.48,0.14,0.49,0.14,-8,-11,-14,21,29,37
1369,543592,SD,Austin,Nola,,,,,,0.54,0.12,0.55,0.12,-11,-10,-17,22,20,35
1370,607732,Mia,Jacob,Stallings,,,,,,0.5,0.15,0.51,0.15,2,-1,-3,-4,2,8
1371,553869,Col,Elias,Diaz,,,,,,0.44,0.18,0.44,0.18,-7,-8,-12,14,17,24
1372,661388,Mil,William,Contreras,,,,,,0.47,0.17,0.48,0.17,-8,-11,-14,19,27,34
1373,608348,Ari,Carson,Kelly,,,,,,0.49,0.15,0.49,0.15,-7,-9,-23,14,18,47
1374,595978,Pit,Austin,Hedges,,,,,,0.45,0.16,0.46,0.16,-3,-7,-12,7,17,29
1375,605170,Mil,Victor,Caratini,,,,,,0.52,0.15,0.52,0.15,-5,1,-1,11,-2,3
1376,571466,ChN,Tucker,Barnhart,,,,,,0.51,0.18,0.52,0.18,2,4,10,-7,-14,-34
1377,621512,NYN,Tomas,Nido,,,,,,0.47,0.19,0.48,0.2,-4,-7,-10,9,15,22
1378,553882,NYN,Omar,Narvaez,,,,,,0.54,0.16,0.54,0.16,7,9,18,-27,-32,-66
1379,668800,StL,Andrew,Knizner,,,,,,0.38,0.12,0.39,0.12,3,2,-4,-8,-5,10
1380,663698,SF,Joey,Bart,,,,,,0.53,0.16,0.53,0.16,-1,-3,-12,3,6,27
1381,543228,ChN,Yan,Gomes,,,,,,0.52,0.21,0.53,0.21,-8,-8,-23,19,17,50
1382,663743,Mia,Nick,Fortes,,,,,,0.51,0.18,0.52,0.18,-2,-4,-6,4,9,14
1383,605131,LAD,Austin,Barnes,,,,,,0.52,0.17,0.53,0.17,-1,-3,-8,2,7,18
1384,571912,Cin,Luke,Maile,,,,,,0.53,0.19,0.53,0.19,-8,-9,-14,19,21,33
1385,661531,Col,Brian,Serven,,,,,,0.56,0.17,0.57,0.17,-5,-7,-11,11,17,25
1386,663886,Cin,Tyler,Stephenson,,,,,,0.54,0.16,0.54,0.17,-5,-7,-9,10,15,20
1387,592200,Cin,Curt,Casali,,,,,,0.43,0.12,0.44,0.12,1,-3,-10,-2,6,23
1388,656180,Was,Riley,Adams,,,,,,0.59,0.16,0.6,0.16,1,1,-2,-3,-2,5
1389,596117,Phi,Garrett,Stubbs,,,,,,0.48,0.18,0.48,0.18,3,4,8,-8,-11,-25
1390,645444,Ari,Jose,Herrera,,,,,,0.48,0.19,0.48,0.2,-9,-6,-9,23,15,24
1391,672515,Ari,Gabriel,Moreno,,,,,,0.5,0.18,0.51,0.19,-4,-7,-9,9,15,21
1392,669134,SD,Luis,Campusano,,,,,,0.51,0.15,0.51,0.15,-5,-7,-11,11,16,25
1393,668721,Mil,Payton,Henry,,,,,,0.49,0.17,0.5,0.17,-3,-6,-9,8,13,21
1394,671056,StL,Ivan,Herrera,,,,,,0.48,0.16,0.49,0.16,-3,-6,-11,8,13,24
1395,672832,Was,Israel,Pineda,,,,,,0.49,0.16,0.5,0.17,-4,-6,-11,9,14,25
1396,682626,NYN,Francisco,Alvarez,,,,,,0.49,0.16,0.5,0.16,-3,-5,-9,7,11,20
1397,644433,Atl,Chadwick,Tromp,,,,,,0.51,0.16,0.51,0.16,-5,-7,-12,12,17,28
1398,665561,Phi,Rafael,Marchan,,,,,,0.47,0.17,0.48,0.17,-9,-5,-10,21,12,24
1399,691620,Mil,Jeferson,Quero,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1400,665804,ChN,Miguel,Amaya,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1401,683091,Cin,Logan(round/2/2022/MLB/draft),Tanner,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1402,682616,LAD,Diego,Cartaya,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1403,687221,LAD,Dalton(round/2/2022/MLB/draft),Rushing,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1404,691006,NYN,Kevin(round/1/2022/MLB/draft),Parada,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1405,694189,Phi,Rickardo,Perez,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1406,680779,Pit,Henry,Davis,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1407,682848,Pit,Endy,Rodriguez,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
1408,672275,SF,Patrick,Bailey,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
1409,666165,SF,Blake,Sabol,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1410,691011,Col,Drew,Romo,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
1411,691788,Mia,Joe,Mack,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1412,518692,LAD,Freddie,Freeman,1.83,,,,,,,,,8,13,19,-22,-37,-51
1413,621566,Atl,Matt,Olson,1.87,,,,,,,,,2,4,2,-5,-10,-5
1414,624413,NYN,Pete,Alonso,1.83,,,,,,,,,3,-5,-5,-7,11,12
1415,656555,Phi,Rhys,Hoskins,1.86,,,,,,,,,-6,-9,-18,14,22,43
1416,572233,Ari,Christian,Walker,1.93,,,,,,,,,-3,-8,-1,8,19,3
1417,502671,StL,Paul,Goldschmidt,1.87,,,,,,,,,-9,-11,-24,26,31,68
1418,543068,Col,C.J.,Cron,1.85,,,,,,,,,1,-1,-5,-2,2,11
1419,642133,Mil,Rowdy,Tellez,1.84,,,,,,,,,2,3,19,-7,-9,-65
1420,467793,Pit,Carlos,Santana,1.84,,,,,,,,,-16,-10,-9,39,24,22
1421,643265,Mia,Garrett,Cooper,1.85,,,,,,,,,-3,-3,-6,7,7,16
1422,543333,ChN,Eric,Hosmer,1.84,,,,,,,,,-1,6,9,2,-17,-24
1423,596847,Pit,Ji-Man,Choi,1.86,,,,,,,,,3,9,18,-9,-30,-59
1424,458015,Cin,Joey,Votto,1.86,,,,,,,,,7,8,26,-19,-21,-71
1425,669374,Mil,Keston,Hiura,1.86,,,,,,,,,2,0,3,-4,1,-7
1426,642086,Was,Dominic,Smith,1.85,,,,,,,,,-3,-2,6,9,6,-19
1427,669742,Phi,Darick,Hall,1.85,,,,,,,,,6,7,21,-19,-23,-68
1428,666179,Ari,Seth,Beer,1.83,,,,,,,,,2,5,11,-7,-14,-36
1429,669911,Col,Michael,Toglia,1.85,,,,,,,,,-6,-2,-6,15,6,14
1430,641525,SD,Brandon,Dixon,1.85,,,,,,,,,-3,-5,-9,6,11,21
1431,670223,ChN,Matt,Mervis,1.85,,,,,,,,,4,6,16,-14,-20,-48
1432,680693,Col,Grant,Lavigne,1.85,,,,,,,,,4,6,16,-14,-20,-48
1433,699471,Ari,Ivan(round/2/2022/MLB/draft),Melendez,1.85,,,,,,,,,-4,-6,-11,8,14,24
1434,630105,SD,Jake,Cronenworth,1.88,4.3,,,,,,,,3,6,11,-7,-16,-30
1435,650333,Mia,Luis,Arraez,1.88,4.25,,,,,,,,9,8,16,-29,-27,-53
1436,527038,SF,Wilmer,Flores(SF),1.85,4.2,2.61,,,,,,,-4,-4,-7,8,9,16
1437,643446,NYN,Jeff,McNeil,,4.23,,,2.08,,,,,3,4,19,-9,-12,-54
1438,663898,Col,Brendan,Rodgers,,4.33,,,,,,,,-10,-12,-28,22,26,63
1439,571970,LAD,Max,Muncy(LAD),,4.23,2.66,,,,,,,2,4,7,-5,-11,-20
1440,606466,Ari,Ketel,Marte,,4.27,,,,,,,,-13,-7,-24,31,18,58
1441,668942,Ari,Josh,Rojas,,4.24,2.66,,,,,,,3,4,12,-10,-13,-36
1442,666158,LAD,Gavin,Lux,,4.27,,,2.09,,,,,7,7,19,-20,-22,-59
1443,680977,StL,Brendan,Donovan,,4.25,2.68,,2.08,,,,,4,4,14,-15,-14,-47
1444,680911,Mil,Owen,Miller,1.85,4.26,,,,,,,,2,-2,-3,-3,3,6
1445,621035,LAD,Chris,Taylor,,4.24,,,2.11,,,,,-4,-6,-11,10,13,25
1446,663697,Cin,Jonathan,India,,4.21,,,,,,,,-5,-6,-3,12,16,6
1447,666624,ChN,Christopher,Morel,,4.24,,,2.14,,,,,1,-4,0,-1,8,-1
1448,542932,Mia,Jon,Berti,,4.28,2.68,,,,,,,1,-2,-8,-3,4,18
1449,516416,Mia,Jean,Segura,,4.24,,,,,,,,-6,-10,-21,14,23,48
1450,647351,Mil,Abraham,Toro,,4.22,2.68,,,,,,,-7,-6,6,16,13,-14
1451,641645,NYN,Luis,Guillorme,,4.27,2.68,,,,,,,7,9,19,-20,-26,-55
1452,669357,StL,Nolan,Gorman,,4.24,,,,,,,,3,4,15,-12,-13,-53
1453,666801,Pit,Rodolfo,Castro,,4.25,2.67,,,,,,,-10,-5,-20,23,13,47
1454,645277,Atl,Ozzie,Albies,,4.28,,,,,,,,-11,-5,-15,27,13,38
1455,665862,Mia,Jazz,Chisholm,,4.3,,,,,,,,7,10,20,-20,-31,-60
1456,606115,Atl,Orlando,Arcia,,4.28,,,,,,,,-3,-6,-6,7,13,15
1457,663611,ChN,Nick,Madrigal,,4.27,,,,,,,,-6,-7,-13,14,15,30
1458,656716,ChN,Zach,McKinstry,,4.25,2.66,,,,,,,3,4,15,-9,-13,-49
1459,672779,Pit,Tucupita,Marcano,,4.25,,,2.08,,,,,2,4,13,-7,-12,-39
1460,664670,Cin,Alejo,Lopez,,4.24,,,,,,,,-7,-4,-5,16,10,11
1461,687093,Atl,Vaughn,Grissom,,4.24,,,,,,,,-5,-8,-13,11,18,30
1462,665019,Phi,Kody,Clemens,,4.25,,,,,,,,1,4,7,-3,-12,-23
1463,671083,Ari,Buddy,Kennedy,,4.27,,,,,,,,-5,-7,-13,10,15,28
1464,678225,Pit,JiHwan,Bae,,4.25,,,,,,,,7,8,18,-21,-27,-56
1465,621011,SD,Max,Schrock,,4.25,,,,,,,,5,6,15,-18,-19,-51
1466,670156,ChN,Miles,Mastrobuoni,,4.25,,,,,,,,4,6,15,-13,-19,-46
1467,666703,SD,Eguy,Rosario,,4.25,,,,,,,,-4,-6,-11,8,13,24
1468,656371,SF,Isan,Diaz,,4.25,,,,,,,,6,9,21,-18,-27,-60
1469,672012,Mil,Tyler,Black,,4.25,,,,,,,,4,6,16,-14,-20,-48
1470,680589,Mil,Felix,Valerio,,4.25,,,,,,,,-4,-6,-11,8,14,24
1471,684852,Atl,Geraldo,Quintero,,4.25,,,,,,,,-8,-4,-7,18,11,16
1472,683737,LAD,Michael,Busch,,4.25,,,,,,,,4,6,16,-14,-20,-48
1473,678391,LAD,Jorbit,Vivas,,4.25,,,,,,,,4,6,16,-14,-20,-48
1474,693304,Pit,Nick,Gonzales,,4.25,,,,,,,,-4,-6,-11,8,14,24
1475,702261,Pit,Termarr(round/1/2022/MLB/draft),Johnson,,4.25,,,,,,,,4,6,16,-14,-20,-48
1476,689172,SF,Brett,Wisely,,4.25,,,,,,,,4,6,16,-14,-20,-48
1477,669364,Mia,Xavier,Edwards,,4.25,,,,,,,,-8,-4,-7,18,11,16
1478,663586,Atl,Austin,Riley,,,2.63,,,,,,,-3,-5,-7,8,14,18
1479,592518,SD,Manny,Machado,,,2.64,,,,,,,4,-2,2,-11,6,-5
1480,664761,Phi,Alec,Bohm,,,2.6,,,,,,,-12,-16,-27,28,36,63
1481,571448,StL,Nolan,Arenado,,,2.73,,,,,,,-1,-2,-12,2,6,36
1482,641857,Col,Ryan,McMahon,,,2.73,,,,,,,6,6,24,-17,-17,-69
1483,663647,Pit,Ke'Bryan,Hayes,,,2.74,,,,,,,-6,-8,-16,15,17,37
1484,500871,NYN,Eduardo,Escobar,,,2.6,,,,,,,-10,-4,-18,23,11,42
1485,621550,ChN,Patrick,Wisdom,,,2.68,,,,,,,-6,-8,-16,13,18,39
1486,600869,Was,Jeimer,Candelario,,,2.61,,,,,,,-6,0,-6,15,0,16
1487,605119,Mil,Brian,Anderson,,,2.69,,2.08,,,,,-1,1,-7,1,-2,17
1488,605204,SF,J.D.,Davis,,,2.61,,,,,,,0,-6,-4,1,11,7
1489,656896,Ari,Emmanuel,Rivera,,,2.63,,,,,,,-6,-8,-12,12,17,27
1490,446334,Ari,Evan,Longoria,,,2.63,,,,,,,-9,-12,-19,19,25,40
1491,545121,Was,Ildemaro,Vargas,,,2.68,,,,,,,-4,0,-6,10,0,13
1492,660707,Col,Elehuris,Montero,,,2.64,,,,,,,-5,-7,-15,11,16,32
1493,681584,SF,David,Villar,,,2.66,,,,,,,-7,-9,-19,15,20,42
1494,670712,Mil,Mike,Brosseau,,,2.66,,,,,,,-7,-11,-15,13,18,26
1495,668715,Cin,Spencer,Steer,,,2.65,,,,,,,-6,-8,-15,13,19,36
1496,677954,Mia,Jordan,Groshans,,,2.65,,,,,,,-4,-6,-11,9,15,25
1497,678246,LAD,MiguelAntonio,Vargas,,,2.65,,,,,,,-3,-5,-10,7,10,23
1498,683146,NYN,Brett,Baty,,,2.65,,,,,,,5,7,17,-15,-22,-53
