SSBB,MLBAM,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
381,642136,LAA,Matt,Thaiss,,,,,,0.49,0.17,0.49,0.17,6,7,17,-18,-22,-53
382,657136,Bos,Connor,Wong,,,,,,0.53,0.17,0.54,0.17,-1,-2,-6,3,5,14
383,608596,Sea,Tom,Murphy,,,,,,0.51,0.14,0.51,0.14,-5,-12,-17,10,23,32
384,686676,Hou,Korey,Lee,,,,,,0.49,0.16,0.5,0.16,-4,-6,-10,8,13,23
385,656024,ChA,Carlos,Perez,,,,,,0.49,0.16,0.5,0.16,-3,-6,-10,7,13,22
386,444489,Oak,Manny,Pina,,,,,,0.49,0.18,0.49,0.18,-4,-8,-15,9,17,31
387,681351,LAA,Logan,O'Hoppe,,,,,,0.5,0.16,0.5,0.16,-4,-6,-11,10,14,25
388,681526,Cle,Bryan,Lavastida,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,9,13,25
389,673237,Hou,Yainer,Diaz,,,,,,0.49,0.16,0.5,0.16,-3,-6,-10,8,13,23
390,666310,Cle,Bo,Naylor,,,,,,0.5,0.17,0.51,0.17,4,6,15,-13,-19,-47
391,666023,KC,Freddy,Fermin,,,,,,0.49,0.17,0.49,0.17,-4,-7,-12,10,15,26
392,664848,Det,Donny,Sands,,,,,,0.49,0.16,0.5,0.16,-3,-6,-10,8,13,23
393,542963,Tor,Rob,Brantly,,,,,,0.49,0.17,0.5,0.17,5,6,16,-15,-20,-49
394,668670,Det,Jake,Rogers,,,,,,0.44,0.17,0.44,0.18,-4,-6,-15,9,12,34
395,666163,NYA,Ben,Rortvedt,,,,,,0.47,0.17,0.47,0.18,5,7,14,-15,-21,-44
396,700337,LAA,Edgar,Quero,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
397,693307,Det,Dillon,Dingler,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
398,695600,KC,Carter,Jensen,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
399,669224,NYA,Austin,Wells,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
400,691016,Oak,Tyler,Soderstrom,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
401,691740,Oak,Daniel(round/1/2022/MLB/draft),Susac,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
402,695670,Sea,Harry,Ford,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
403,665489,Tor,VladimirJr.,Guerrero,1.89,,,,,,,,,2,-2,7,-6,5,-21
404,547989,Hou,Jose,Abreu,1.81,,,,,,,,,-2,-3,-15,6,10,40
405,663993,Tex,Nathaniel,Lowe,1.83,,,,,,,,,-3,0,5,8,0,-11
406,605137,Cle,Josh,Bell,1.82,,,,,,,,,-4,-5,-7,10,12,17
407,664034,Sea,Ty,France,1.88,,,,,,,,,-4,-4,-9,10,10,20
408,663624,Bal,Ryan,Mountcastle,1.83,,,,,,,,,-2,-4,-9,6,10,20
409,519203,NYA,Anthony,Rizzo,1.86,,,,,,,,,-5,-1,-2,14,3,5
410,542583,Oak,Jesus,Aguilar,1.85,,,,,,,,,1,-4,0,-1,10,0
411,647304,Cle,Josh,Naylor,1.86,,,,,,,,,12,11,34,-35,-32,-97
412,665120,LAA,Jared,Walsh,1.85,,,,,,,,,14,17,26,-39,-48,-70
413,623912,TB,Harold,Ramirez,1.84,,,,2.03,,,,,-8,-12,-14,19,27,33
414,679529,Det,Spencer,Torkelson,1.86,,,,,,,,,-4,-6,-12,10,13,29
415,474832,Tor,Brandon,Belt,1.87,,,,,,,,,6,5,23,-19,-15,-74
416,686469,KC,Vinnie,Pasquantino,1.84,,,,,,,,,2,2,15,-5,-7,-48
417,660294,Tex,Yoshi,Tsutsugo,1.84,,,,,,,,,2,7,11,-6,-20,-32
418,668472,KC,Nick,Pratto,1.85,,,,,,,,,3,4,15,-8,-13,-46
419,592567,Sea,Colin,Moran,1.84,,,,,,,,,8,9,18,-23,-28,-55
420,660650,Oak,Dermis,Garcia,1.86,,,,,,,,,-2,-3,-8,5,8,18
421,671213,Bos,Triston,Casas,1.85,,,,,,,,,4,5,18,-12,-16,-56
422,656695,Hou,J.J.,Matijevic,1.85,,,,,,,,,5,6,16,-15,-19,-51
423,641343,NYA,Jake,Bauers,1.85,,,,,,,,,2,6,13,-8,-18,-42
424,657108,Sea,Evan,White,1.85,,,,,,,,,-1,-4,-8,3,10,18
425,676116,Oak,Ryan,Noda,1.85,,,,,,,,,4,6,16,-14,-20,-48
426,682988,Sea,Tyler(round/2/2022/MLB/draft),Locklear,1.85,,,,,,,,,-4,-6,-11,8,14,24
427,687462,Tor,Spencer,Horwitz,1.85,,,,,,,,,4,6,16,-14,-20,-48
428,700932,TB,Kyle,Manzardo,1.85,,,,,,,,,4,6,16,-14,-20,-48
429,800060,TB,Xavier(round/1/2022/MLB/draft),Isaac,1.85,,,,,,,,,4,6,16,-14,-20,-48
430,543760,Tex,Marcus,Semien,,4.34,,,,,,,,0,-3,3,0,8,-6
431,514888,Hou,Jose,Altuve,,4.22,,,,,,,,-5,-5,-11,12,12,27
432,624428,Bal,Adam,Frazier,,4.25,,,2.09,,,,,7,9,10,-20,-26,-30
433,650402,NYA,Gleyber,Torres,,4.3,,,,,,,,-5,-5,-19,11,11,45
434,592273,LAA,Brandon,Drury,1.85,4.23,2.65,,,,,,,-7,-5,-24,15,12,56
435,643393,Oak,Tony,Kemp,,4.21,,,2.09,,,,,5,3,14,-17,-11,-48
436,665926,Cle,Andres,Gimenez,,4.33,,,,,,,,1,2,9,-2,-7,-29
437,593160,Tor,Whit,Merrifield,,4.28,,,2.11,,,,,-1,-3,-10,2,7,25
438,518934,NYA,DJ,LeMahieu,1.88,4.27,2.68,,,,,,,-4,-5,-6,8,11,14
439,650859,LAA,Luis,Rengifo,,4.28,2.68,,,,,,,-12,-9,-20,27,20,45
440,570731,Det,Jonathan,Schoop,,4.28,,,,,,,,-7,-11,-15,18,26,38
441,543939,Sea,Kolten,Wong,,4.28,,,,,,,,6,7,21,-17,-22,-63
442,669289,Tor,Santiago,Espinal,,4.25,,,,,,,,-8,-11,-14,19,25,32
443,593871,Min,Jorge,Polanco,,4.25,,,,,,,,-5,4,4,10,-8,-9
444,602104,Bal,Ramon,Urias,,4.24,2.7,,,,,,,3,0,-4,-5,-1,9
445,624503,Min,Nick,Gordon,,4.26,,,2.13,,,,,7,8,22,-23,-26,-73
446,670623,TB,Isaac,Paredes,1.86,4.26,2.67,,,,,,,-7,-9,-14,15,20,31
447,649557,Oak,Aledmys,Diaz,,4.26,,,2.08,,,,,-5,-9,-14,11,19,32
448,544725,ChA,Leury,Garcia,,4.24,,,2.1,,,,,-6,-2,-4,14,6,10
449,624415,Tor,Cavan,Biggio,1.85,4.25,,,,,,,,5,7,17,-17,-25,-56
450,624414,Bos,Christian,Arroyo,,4.28,,,,,,,,-7,-8,-16,16,18,33
451,664040,TB,Brandon,Lowe,,4.21,,,,,,,,7,12,17,-19,-36,-48
452,600303,Sea,Tommy,LaStella,,4.18,,,,,,,,4,5,15,-16,-19,-54
453,686681,KC,Michael,Massey,,4.23,,,,,,,,5,7,14,-16,-23,-43
454,681146,Oak,Jonah,Bride,,4.23,2.65,,,,,,,-2,-4,-6,5,8,13
455,660644,TB,Vidal,Brujan,,4.24,,,2.08,,,,,-7,-6,-9,17,13,21
456,663853,ChA,Romy,Gonzalez,,4.25,,,,,,,,-7,-9,-17,17,21,39
457,679631,Bal,Terrin,Vavra,,4.25,,,,,,,,5,6,15,-15,-20,-48
458,664029,Tex,Mark,Mathias,,4.25,,,,,,,,-3,-6,-13,6,12,26
459,666018,TB,Jonathan,Aranda,,4.25,,,,,,,,4,6,15,-13,-20,-48
460,683021,LAA,Michael,Stefanic,,4.27,,,,,,,,0,-1,-4,-1,3,8
461,672478,Oak,Jordan,Diaz,,4.23,,,,,,,,-3,-6,-10,8,13,23
462,592348,Bos,Niko,Goodrum,,4.25,,,,,,,,-11,-9,-8,25,21,18
463,676625,Hou,Rylan,Bannon,,4.25,,,,,,,,-4,-6,-11,9,14,24
464,672640,Tor,Otto,Lopez,,4.25,,,,,,,,-5,-7,-12,11,16,27
465,681393,Bal,Connor,Norby,,4.25,,,,,,,,-4,-6,-11,8,14,24
466,694377,Bos,Nick,Yorke,,4.25,,,,,,,,-4,-6,-11,8,14,24
467,665839,Bos,Enmanuel,Valdez,,4.25,,,,,,,,4,6,16,-14,-20,-48
468,691269,LAA,Adrian,Placencia,,4.25,,,,,,,,-8,-4,-7,18,11,16
469,690291,Det,Jace(round/1/2022/MLB/draft),Jung,,4.25,,,,,,,,4,6,16,-14,-20,-48
470,669392,KC,Samad,Taylor,,4.25,,,,,,,,-4,-6,-11,8,14,24
471,666397,Min,Edouard,Julien,,4.25,,,,,,,,4,6,16,-14,-20,-48
472,679822,Tex,Justin,Foscue,,4.25,,,,,,,,-8,-4,-7,18,11,16
473,691437,Tor,Adrian,Pinto,,4.25,,,,,,,,-4,-6,-11,8,14,24
474,608070,Cle,Jose,Ramirez(Cle),,,2.71,,,,,,,-3,1,6,6,-3,-14
475,608324,Hou,Alex,Bregman,,,2.65,,,,,,,-1,-5,3,1,11,-7
476,553993,Sea,Eugenio,Suarez,,,2.63,,,,,,,-3,-5,-5,7,13,13
477,656305,Tor,Matt,Chapman,,,2.72,,,,,,,-5,-4,-14,12,9,33
478,646240,Bos,Rafael,Devers,,,2.61,,,,,,,4,8,30,-9,-21,-75
479,650490,TB,Yandy,Diaz,,,2.59,,,,,,,-7,-6,-18,14,13,39
480,570482,LAA,Gio,Urshela,,,2.67,,,,,,,-5,-4,-11,11,10,26
481,518626,NYA,Josh,Donaldson,,,2.69,,,,,,,-3,-6,-17,8,15,42
482,457759,Bos,Justin,Turner,,,2.62,,,,,,,0,0,-4,0,-1,9
483,641531,KC,Hunter,Dozier,1.84,,2.58,,2.07,,,,,-3,-8,-3,6,19,8
484,669304,Min,Jose,Miranda,1.85,,2.62,,,,,,,-3,-5,-17,8,11,39
485,660162,ChA,Yoan,Moncada,,,2.69,,,,,,,-5,-2,-5,14,4,13
486,666915,Bos,Bobby,Dalbec,1.84,,2.59,,,,,,,-9,-12,-19,18,24,40
487,607054,Oak,Jace,Peterson,,,2.69,,,,,,,1,4,13,-4,-16,-46
488,669701,Tex,JoshH.,Smith(Tex),,,2.67,,2.08,,,,,5,7,13,-18,-24,-41
489,543543,Tex,Brad,Miller,,,2.64,,2.07,,,,,6,10,15,-21,-36,-52
490,677649,Tex,Ezequiel,Duran,,,2.64,,,,,,,-3,-5,-13,7,12,32
491,543685,LAA,Anthony,Rendon,,,2.61,,,,,,,-1,-6,-10,2,14,23
492,669394,ChA,Jake,Burger,,,2.63,,,,,,,-4,-8,-13,10,19,29
493,663527,Det,Tyler,Nevin,,,2.63,,,,,,,-6,-9,-18,13,19,39
494,675656,Oak,Kevin,Smith(Oak),,,2.65,,,,,,,-7,-8,-17,14,18,37
495,683002,Bal,Gunnar,Henderson,,,2.67,,,,,,,7,8,19,-21,-27,-60
496,673962,Tex,Josh,Jung,,,2.66,,,,,,,-6,-7,-16,13,16,35
497,669309,Hou,Joe,Perez,,,2.65,,,,,,,-4,-6,-11,9,14,25
498,691723,Bal,Coby,Mayo,,,2.65,,,,,,,-4,-6,-11,8,14,24
499,691458,Bos,Blaze,Jordan,,,2.65,,,,,,,-4,-6,-11,8,14,24
500,695770,ChA,Wes,Kath,,,2.65,,,,,,,4,6,16,-14,-20,-48
501,682868,ChA,Bryan,Ramos,,,2.65,,,,,,,-4,-6,-11,8,14,24
502,690993,Det,Colt,Keith,,,2.65,,,,,,,4,6,16,-14,-20,-48
503,686531,Det,Andre,Lipcius,,,2.65,,,,,,,-4,-6,-11,8,14,24
504,669234,Det,Justyn-Henry,Malloy,,,2.65,,,,,,,-4,-6,-11,8,14,24
505,691024,KC,Cayden(round/2/2022/MLB/draft),Wallace,,,2.65,,,,,,,-4,-6,-11,8,14,24
506,680869,Oak,Zack,Gelof,,,2.65,,,,,,,-4,-6,-11,8,14,24
507,678554,TB,Curtis,Mead,,,2.65,,,,,,,-4,-6,-11,8,14,24
508,666182,Tor,Bo,Bichette,,,,4.71,,,,,,-2,-6,-8,5,17,23
509,642708,Cle,Amed,Rosario,,,,4.71,,,,,,-6,-9,-18,14,21,43
510,608369,Tex,Corey,Seager,,,,4.74,,,,,,3,9,3,-7,-23,-8
511,677951,KC,Bobby,Witt,,,2.64,4.7,,,,,,0,-2,-9,1,4,24
512,641487,Sea,J.P.,Crawford,,,,4.77,,,,,,3,7,9,-8,-17,-21
513,595879,Det,Javier,Baez,,,,4.78,,,,,,-9,-12,-18,23,31,47
514,621043,Min,Carlos,Correa,,,,4.82,,,,,,-4,-10,-8,8,23,18
515,571657,Min,Kyle,Farmer,,,2.64,4.7,,,,,,-6,-9,-25,15,24,63
516,665161,Hou,Jeremy,Pena,,,,4.81,,,,,,-6,-9,-14,14,21,35
517,622761,Bal,Jorge,Mateo,,,,4.79,,,,,,-1,-2,-6,2,5,13
518,643396,NYA,Isiah,Kiner-Falefa,,,,4.79,,,,,,2,-1,-1,-5,2,3
519,670032,KC,Nicky,Lopez,,4.25,2.67,4.78,,,,,,5,7,13,-14,-23,-40
520,670764,TB,Taylor,Walls,,4.27,2.7,4.81,,,,,,-6,-6,0,13,14,-1
521,641313,ChA,Tim,Anderson,,,,4.69,,,,,,-5,-7,-13,13,18,34
522,677551,TB,Wander,Franco,,,,4.82,,,,,,-11,-8,-17,28,20,42
523,623205,LAA,Andrew,Velazquez,,,,4.79,,,,,,-8,-5,-2,18,12,5
524,669397,Oak,Nick,Allen,,4.28,,4.78,,,,,,-8,-10,-21,19,22,48
525,643289,Hou,Mauricio,Dubon,,,,4.74,2.13,,,,,-7,-9,-20,15,20,43
526,664238,Sea,Dylan,Moore,,,,4.71,2.11,,,,,-6,-13,-11,11,23,22
527,664058,LAA,David,Fletcher,,4.3,,4.75,,,,,,-9,-13,-16,20,28,37
528,671289,Cle,Tyler,Freeman,,,,4.75,,,,,,-4,-6,-10,9,13,23
529,668952,Det,Ryan,Kreidler,,,,4.75,,,,,,-5,-7,-14,11,16,31
530,670869,LAA,Livan,Soto,,,,4.75,,,,,,6,8,17,-18,-26,-50
531,672724,NYA,Oswald,Peraza,,,,4.75,,,,,,-2,-7,-8,6,15,19
532,672356,Cle,Gabriel,Arias,,,,4.75,,,,,,-3,-4,-9,6,10,21
533,609275,Bos,Adalberto,Mondesi,,,,4.73,,,,,,-7,-4,-9,17,9,22
534,672820,ChA,Lenyn,Sosa,,,,4.75,,,,,,-3,-5,-9,7,12,21
535,682073,Hou,David,Hensley,,,,4.75,,,,,,-4,-7,-9,9,16,20
536,672580,KC,Maikel,Garcia,,,,4.75,,,,,,-5,-7,-13,12,16,29
537,670097,Det,Zack,Short,,,,4.75,,,,,,0,-5,-7,0,11,14
538,676059,Bal,Jordan,Westburg,,,,4.75,,,,,,-4,-6,-11,8,14,24
539,702616,Bal,Jackson(round/1/2022/MLB/draft),Holliday,,,,4.75,,,,,,4,6,16,-14,-20,-48
540,687401,Bal,Joey,Ortiz,,,,4.75,,,,,,-4,-6,-11,8,14,24
541,691785,Bos,Marcelo,Mayer,,,,4.75,,,,,,4,6,16,-14,-20,-48
542,683090,Bos,Matthew,Lugo,,,,4.75,,,,,,-4,-6,-11,8,14,24
543,702540,Bos,Mikey(round/1/2022/MLB/draft),Romero,,,,4.75,,,,,,4,6,16,-14,-20,-48
544,702690,Bos,Cutter(round/2/2022/MLB/draft),Coffey,,,,4.75,,,,,,-4,-6,-11,8,14,24
545,677347,LAA,Kyren,Paris,,,,4.75,,,,,,-4,-6,-11,8,14,24
546,669236,LAA,Jeremiah,Jackson,,,,4.75,,,,,,-4,-6,-11,8,14,24
547,694203,LAA,Denzer,Guzman,,,,4.75,,,,,,-4,-6,-11,8,14,24
548,687263,LAA,Zach(round/1/2022/MLB/draft),Neto,,,,4.75,,,,,,-4,-6,-11,8,14,24
549,679563,ChA,Jose,Rodriguez(ChA),,,,4.75,,,,,,-4,-6,-11,8,14,24
550,695657,ChA,Colson,Montgomery,,,,4.75,,,,,,4,6,16,-14,-20,-48
551,677587,Cle,Brayan,Rocchio,,,,4.75,,,,,,-8,-4,-7,18,11,16
552,682657,Cle,Angel,Martinez,,,,4.75,,,,,,-8,-4,-7,18,11,16
553,677588,Cle,Jose,Tena,,,,4.75,,,,,,4,6,16,-14,-20,-48
554,694184,Det,Cristian,Santana(Det),,,,4.75,,,,,,-4,-6,-11,8,14,24
555,691789,Det,Izaac,Pacheco,,,,4.75,,,,,,4,6,16,-14,-20,-48
556,689931,Det,Peyton(round/2/2022/MLB/draft),Graham,,,,4.75,,,,,,-4,-6,-11,8,14,24
557,679845,KC,Nick,Loftin,,,,4.75,,,,,,-4,-6,-11,8,14,24
558,668885,Min,Austin,Martin,,,,4.75,,,,,,-4,-6,-11,8,14,24
559,686797,Min,Brooks(round/1/2022/MLB/draft),Lee,,,,4.75,,,,,,-8,-4,-7,18,11,16
560,691191,Min,Jose,Salas,,,,4.75,,,,,,-8,-4,-7,18,11,16
561,683011,NYA,Anthony,Volpe,,,,4.75,,,,,,-4,-6,-11,8,14,24
562,700242,NYA,Trey,Sweeney,,,,4.75,,,,,,4,6,16,-14,-20,-48
563,703149,NYA,Roderick,Arias,,,,4.75,,,,,,-8,-4,-7,18,11,16
564,691777,Oak,Max,Muncy(Oak),,,,4.75,,,,,,-4,-6,-11,8,14,24
565,687231,Oak,Darell,Hernaiz,,,,4.75,,,,,,-4,-6,-11,8,14,24
566,702284,Sea,Cole(round/1/2022/MLB/draft),Young,,,,4.75,,,,,,4,6,16,-14,-20,-48
567,682668,Tex,JoseLuisangel,Acuna,,,,4.75,,,,,,-4,-6,-11,8,14,24
568,682619,Tor,Orelvis,Martinez,,,,4.75,,,,,,-4,-6,-11,8,14,24
569,694202,Tor,Manuel,Beltre,,,,4.75,,,,,,-4,-6,-11,8,14,24
570,677870,Tor,Leo,Jimenez,,,,4.75,,,,,,-4,-6,-11,8,14,24
571,688460,Tor,Josh(round/2/2022/MLB/draft),Kasevich,,,,4.75,,,,,,-4,-6,-11,8,14,24
572,680718,Tor,Addison,Barger,,,,4.75,,,,,,4,6,16,-14,-20,-48
573,675659,TB,Greg,Jones,,,,4.75,,,,,,-8,-4,-7,18,11,16
574,694181,TB,Carlos,Colmenarez,,,,4.75,,,,,,4,6,16,-14,-20,-48
575,700246,TB,Carson,Williams,,,,4.75,,,,,,-4,-6,-11,8,14,24
576,691938,TB,Willy,Vasquez,,,,4.75,,,,,,-4,-6,-11,8,14,24
577,678545,TB,Osleivis,Basabe,,,,4.75,,,,,,-4,-6,-11,8,14,24
578,592450,NYA,Aaron,Judge,,,,,2.12,,,,,1,0,-1,-2,1,4
579,656775,Bal,Cedric,Mullins,,,,,2.19,,,,,8,11,23,-19,-28,-56
580,666969,Tex,Adolis,Garcia,,,,,2.15,,,,,1,-1,-2,-2,3,4
581,668227,TB,Randy,Arozarena,,,,,2.08,,,,,-9,-12,-22,22,28,53
582,623993,Bal,Anthony,Santander,,,,,2.03,,,,,-11,-9,-10,25,20,24
583,657077,Bos,Alex,Verdugo,,,,,2.08,,,,,9,12,26,-24,-32,-71
584,680757,Cle,Steven,Kwan,,,,,2.13,,,,,5,9,19,-14,-30,-58
585,663656,Hou,Kyle,Tucker,,,,,2.11,,,,,6,11,5,-13,-26,-11
586,664702,Cle,Myles,Straw,,,,,2.24,,,,,-3,-4,-4,7,9,8
587,669720,Bal,Austin,Hays,,,,,2.11,,,,,-8,-9,-16,18,20,35
588,543807,Tor,George,Springer,,,,,2.13,,,,,-2,-5,-3,4,11,8
589,621493,LAA,Taylor,Ward,,,,,2.06,,,,,-3,-7,-1,8,15,1
590,677594,Sea,Julio,Rodriguez(Sea),,,,,2.17,,,,,-1,-6,-3,3,14,7
591,670541,Hou,Yordan,Alvarez,,,,,2.04,,,,,-1,1,6,3,-2,-13
592,664913,Oak,Seth,Brown,1.85,,,,2.1,,,,,6,7,21,-23,-28,-80
593,683734,ChA,Andrew,Vaughn,1.84,,,,2.03,,,,,-7,-13,-14,17,32,35
594,606192,Sea,Teoscar,Hernandez,,,,,2.08,,,,,-8,-9,-27,21,24,75
595,572041,Sea,AJ,Pollock,,,,,2.1,,,,,-5,-6,-24,12,14,57
596,592669,LAA,Hunter,Renfroe,,,,,2.08,,,,,-4,-12,-8,10,26,19
597,643217,ChA,Andrew,Benintendi,,,,,2.11,,,,,2,5,14,-7,-14,-38
598,545361,LAA,Mike,Trout,,,,,2.13,,,,,-3,-9,2,7,21,-5
599,572191,Min,MichaelA.,Taylor,,,,,2.23,,,,,-5,-8,-14,13,19,32
600,543305,NYA,Aaron,Hicks,,,,,2.11,,,,,-8,-2,-11,20,5,26
601,519317,NYA,Giancarlo,Stanton,,,,,2,,,,,-1,-4,1,1,10,-3
602,596146,Min,Max,Kepler,,,,,2.09,,,,,6,8,21,-17,-24,-61
603,682985,Det,Riley,Greene,,,,,2.14,,,,,-1,2,10,2,-7,-29
604,608336,Min,Joey,Gallo,,,,,2.07,,,,,5,7,17,-14,-20,-48
605,657757,ChA,Gavin,Sheets,,,,,2.06,,,,,7,7,22,-26,-27,-84
606,676801,Hou,Chas,Mccormick,,,,,2.12,,,,,-9,-10,-21,20,24,50
607,673357,ChA,Luis,Robert,,,,,2.16,,,,,-7,-11,-19,19,28,50
608,571771,Bos,Kike(Enrique),Hernandez,,,,,2.16,,,,,-4,-12,-19,9,25,43
609,657656,Oak,Ramon,Laureano,,,,,2.12,,,,,-8,-12,-10,18,27,23
610,621439,Min,Byron,Buxton,,,,,2.2,,,,,-6,-7,-12,14,16,28
611,660757,Cle,Oscar,Gonzalez,,,,,2.09,,,,,0,-2,-7,1,5,15
612,622534,TB,Manuel,Margot,,,,,2.11,,,,,-8,-13,-15,18,26,31
613,663837,Det,Matt,Vierling,,,,,2.12,,,,,-10,-10,-14,20,21,29
614,665482,Min,Gilberto,Celestino,,,,,2.14,,,,,2,1,-4,-3,-1,8
615,665750,Tex,Leody,Taveras,,,,,2.14,,,,,-6,-4,-3,15,10,7
616,642350,TB,Jose,Siri,,,,,2.19,,,,,0,-4,-4,0,9,10
617,650391,ChA,Eloy,Jimenez,,,,,2.05,,,,,1,-2,0,-2,6,1
618,594807,Bos,Adam,Duvall,,,,,2.12,,,,,0,-3,-2,-1,8,5
619,664056,NYA,Harrison,Bader,,,,,2.22,,,,,1,-2,-4,-1,6,12
620,666176,LAA,Jo,Adell,,,,,2.08,,,,,-1,-2,-8,2,4,16
621,488726,Hou,Michael,Brantley,,,,,2.06,,,,,11,15,26,-29,-39,-67
622,664728,KC,Kyle,Isbel,,,,,2.12,,,,,3,4,16,-10,-13,-52
623,665506,Oak,Cristian,Pache,,,,,2.15,,,,,-7,-10,-16,16,22,37
624,668731,Det,Akil,Baddoo,,,,,2.11,,,,,5,8,23,-16,-25,-72
625,680776,Bos,Jarren,Duran,,,,,2.12,,,,,5,7,19,-16,-22,-59
626,595281,Tor,Kevin,Kiermaier,,,,,2.17,,,,,1,5,16,-4,-14,-46
627,621433,LAA,Brett,Phillips,,,,,2.12,,,,,11,13,30,-35,-40,-93
628,669450,Sea,Cooper,Hummel,,,,,2.05,,,,,-4,-1,-2,9,1,4
629,664059,Sea,Sam,Haggerty,,,,,2.1,,,,,-11,-10,-19,25,23,44
630,666139,TB,Josh,Lowe,,,,,2.1,,,,,9,10,23,-27,-30,-70
631,672284,Sea,Jarred,Kelenic,,,,,2.12,,,,,7,10,27,-19,-27,-70
632,669352,Tex,Bubba,Thompson,,,,,2.1,,,,,0,-3,-7,-1,7,16
633,663616,Min,Trevor,Larnach,,,,,2.08,,,,,5,8,18,-13,-24,-51
634,608701,Bos,Rob,Refsnyder,,,,,2.1,,,,,-10,-12,-18,20,25,37
635,658668,KC,Edward,Olivares,,,,,2.07,,,,,-1,-4,-10,3,9,23
636,663630,Bal,Ryan,McKenna,,,,,2.11,,,,,-2,-3,-9,3,7,18
637,665828,NYA,Oswaldo,Cabrera,,,,,2.08,,,,,-8,-5,-4,19,12,11
638,664247,Min,Kyle,Garlick,,,,,2.08,,,,,-6,-6,-22,11,11,43
639,676694,Hou,Jake,Meyers,,,,,2.19,,,,,-6,-6,-15,14,12,33
640,666135,Min,Alex,Kirilloff,,,,,2.05,,,,,4,5,13,-11,-14,-39
641,640457,Det,Austin,Meadows,,,,,2.06,,,,,8,11,30,-22,-30,-83
642,676632,Hou,Bligh,Madris,,,,,2.08,,,,,3,6,13,-11,-20,-42
643,680700,Cle,Richie,Palacios,,,,,2.07,,,,,4,4,12,-14,-14,-41
644,681987,KC,Nate,Eaton,,,,,2.09,,,,,-4,-6,-14,10,14,33
645,666211,Sea,Taylor,Trammell,,,,,2.1,,,,,9,10,25,-26,-30,-74
646,681481,Det,Kerry,Carpenter,,,,,2.07,,,,,5,7,18,-15,-23,-54
647,666160,LAA,Mickey,Moniak,,,,,2.12,,,,,5,7,17,-16,-22,-54
648,671221,KC,Drew,Waters,,,,,2.11,,,,,-7,-2,-7,16,5,17
649,669065,Bal,Kyle,Stowers,,,,,2.07,,,,,4,5,12,-13,-17,-39
650,665155,Det,Nick,Maton,,,,,2.08,,,,,1,4,10,-4,-12,-30
651,545350,ChA,Jake,Marisnick,,,,,2.13,,,,,-3,-5,-9,5,9,19
652,670042,TB,Luke,Raley,,,,,2.07,,,,,6,7,17,-18,-23,-53
653,670276,Oak,Cal,Stevenson,,,,,2.14,,,,,3,6,13,-11,-19,-42
654,670242,Min,Matt,Wallner,,,,,2.08,,,,,6,8,18,-18,-25,-56
655,666181,Cin,Will,Benson,,,,,2.12,,,,,5,6,14,-15,-18,-45
656,668843,Oak,Conner,Capel,,,,,2.08,,,,,5,5,16,-14,-17,-52
657,686823,Cle,Will,Brennan,,,,,2.09,,,,,6,8,17,-18,-24,-54
658,667670,Oak,Brent,Rooker,,,,,2.06,,,,,-3,-6,-6,7,14,13
659,665923,Oak,Esteury,Ruiz,,,,,2.1,,,,,-3,-6,-9,7,12,19
660,664314,NYA,Estevan,Florial,,,,,2.14,,,,,5,6,16,-14,-18,-50
661,677008,Bal,Heston,Kjerstad,,,,,2.1,,,,,4,6,16,-14,-20,-48
662,681297,Bal,Colton,Cowser,,,,,2.1,,,,,4,6,16,-14,-20,-48
663,687637,Bal,Dylan(round/1C/2022/MLB/draft),Beavers,,,,,2.1,,,,,4,6,16,-14,-20,-48
664,694194,Bos,Miguel,Bleis,,,,,2.1,,,,,-4,-6,-11,8,14,24
665,678882,Bos,Ceddanne,Rafaela,,,,,2.1,,,,,-4,-6,-11,8,14,24
666,807799,Bos,Masataka,Yoshida,,,,,2.1,,,,,4,6,16,-14,-20,-48
667,677941,LAA,Jordyn,Adams,,,,,2.1,,,,,-4,-6,-11,8,14,24
668,673461,ChA,Yoelqui,Cespedes,,,,,2.1,,,,,-4,-6,-11,8,14,24
669,693049,ChA,Oscar,Colas,,,,,2.1,,,,,4,6,16,-14,-20,-48
670,678877,Cle,Jhonkensy,Noel,,,,,2.1,,,,,-4,-6,-11,8,14,24
671,671655,Cle,George,Valera,,,,,2.1,,,,,4,6,16,-14,-20,-48
672,800050,Cle,Chase(round/1/2022/MLB/draft),DeLauter,,,,,2.1,,,,,4,6,16,-14,-20,-48
673,691449,Det,Roberto,Campos,,,,,2.1,,,,,-4,-6,-11,8,14,24
674,678009,Det,Parker,Meadows,,,,,2.1,,,,,4,6,16,-14,-20,-48
